Nitrogen(pmm),Phosphorus(pmm),Potassium(mm),temperature(F),humidity,soil_ph,rainfall(mm),label
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,greengram
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee
91,9,247,15.8103147,84.28268866,5.639876463,703.8442914,Carrots
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
243,78,68,19.78893628,76.98876594,6.331900528,388.2454854,Cabbage
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango
17,0.76,691,53.38238711,98.63292143,6.40628288,153.0331531,lettuce
169,44,136,22.99690781,82.87354406,6.337274558,419.1552362,onions
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
13,0.74,725,63.18513295,98.60799398,6.421325,155.2936685,lettuce
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
107,71,106,24.46756584,69.38208407,6.023933032,28.25511579,tomato
150,56,158,27.43100255,85.06023348,6.509204442,480.490841,onions
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,apple
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,coffee
197,92,169,17.64303255,51.42177369,7.338176277,15.65404713,tomato
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana
133,66,156,23.94659929,77.90413464,6.357492037,28.50111479,tomato
93,7,252,22.38442796,88.57503129,5.619601874,734.4888937,Carrots
153,59,149,24.7709784,77.3569538,6.360290317,499.9178133,onions
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,coconut
153,50,144,24.46341112,78.64224392,6.316742129,449.599378,onions
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
243,122,190,21.95502811,52.45155739,6.591355223,51.91644494,tomato
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice
203,74,70,17.99197876,62.18797361,6.614045572,367.4461379,Cabbage
94,9,237,13.19450632,87.6333274,6.982585378,691.4495325,Carrots
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,apple
114,6,299,21.57855938,81.86957803,5.908646203,764.0075274,Carrots
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,greengram
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
158,54,159,27.30240957,80.33355953,6.190537227,407.2654722,onions
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
168,47,146,26.73394362,87.28737706,6.179320987,550.5960573,onions
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,greengram
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana
31,121,201,23.15791104,90.34396882,5.731535258,110.712841,apple
186,57,160,27.19627505,89.54450677,6.36593584,524.9945336,onions
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,coffee
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
117,70,144,16.35857152,50.44007267,7.148519148,43.13896206,tomato
17,0.79,594,67.01053661,98.9373338,6.698428469,165.9093667,lettuce
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
166,54,168,26.40105358,84.49497181,6.670631118,404.9935872,onions
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,apple
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,greengram
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,greengram
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
219,76,67,21.37012763,60.88787601,6.140841789,392.3940962,Cabbage
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,banana
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
249,65,69,17.84371704,74.20203744,6.137944026,371.8400292,Cabbage
15,0.93,774,69.91200591,99.37240525,6.59107672,157.6838797,lettuce
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,greengram
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee
19,0.7,702,71.25082828,98.74567411,6.888103329,152.7411623,lettuce
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
105,7,297,16.55278964,84.29055051,6.728073987,772.2893144,Carrots
202,89,134,12.94327918,64.99079815,7.47171192,44.8102684,tomato
13,0.69,793,74.10503694,99.54339878,6.531653598,158.0676219,lettuce
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes
117,9,296,24.5348001,89.12253909,5.963272319,708.1744538,Carrots
91,6,215,20.83915348,84.71173315,5.745532205,741.0086138,Carrots
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
97,6,260,14.21363984,83.32594582,5.626928398,640.8805813,Carrots
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,apple
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
95,3,218,17.3530659,82.09346773,6.202573057,710.1300838,Carrots
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
168,49,167,23.96396836,85.44873808,6.615848463,456.52956,onions
200,58,144,25.52667373,77.278257,6.27054291,509.8247216,onions
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
104,2,262,24.0005821,87.07942189,5.996509579,846.6041594,Carrots
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
154,53,153,22.89861964,80.59773637,6.092246994,535.8335502,onions
98,3,255,18.3057676,89.41477713,6.657741313,816.7549652,Carrots
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,greengram
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
209,66,67,22.08445802,81.23127213,6.275632832,397.7357409,Cabbage
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
217,70,71,19.18899442,66.60915101,6.729163768,333.8485258,Cabbage
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
110,4,224,21.25316158,89.98584367,6.096250777,651.5546981,Carrots
112,4,246,18.84476875,89.00173378,6.712704926,816.933059,Carrots
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,apple
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
201,78,110,19.72161312,62.74294018,6.669277604,70.18356002,tomato
16,0.93,695,74.76043267,98.30043475,6.648242584,167.2641396,lettuce
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice
14,0.73,737,48.88008224,98.66720985,6.738444609,154.0308563,lettuce
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
228,41,86,21.18068898,74.78237011,6.525163006,398.4002644,Cabbage
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
112,3,204,16.95428924,83.98934343,6.540794926,604.9122404,Carrots
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange
77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,rice
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
241,62,74,18.19105442,77.65824853,6.00737771,375.142891,Cabbage
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,coffee
171,118,129,29.37225962,69.46401733,6.843344676,51.79525101,tomato
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
13,0.83,693,53.42684702,99.73765556,6.803634033,158.779033,lettuce
117,2,295,16.85162244,81.87104588,6.105952785,638.0241693,Carrots
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,greengram
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice
208,68,87,23.08811948,61.94498289,6.102116318,343.0239961,Cabbage
122,58,108,16.08211204,66.45013011,6.039341884,57.69590061,tomato
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,greengram
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,apple
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,greengram
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
148,83,183,15.68218485,65.23358001,7.193376507,49.16377109,tomato
191,40,139,24.36040825,77.13508588,6.509973243,589.8350639,onions
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,orange
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
222,51,71,17.78092617,62.65355262,6.137126953,322.9690951,Cabbage
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
15,0.76,722,73.73211943,98.08321162,6.405596593,159.1074894,lettuce
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
234,63,82,21.39877787,81.50166016,6.697597629,359.6086346,Cabbage
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,greengram
201,39,61,22.65621678,68.25889145,6.163671931,325.5202302,Cabbage
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya
173,58,138,23.66708563,84.36123214,6.005905187,595.5511014,onions
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice
108,9,289,17.4989438,87.73738847,6.933512766,629.9103694,Carrots
166,76,140,18.41511247,75.1689823,6.108166533,50.9698333,tomato
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,greengram
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,coconut
151,78,183,18.56098293,73.12023189,7.38266935,32.72497843,tomato
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,apple
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
10,0.88,594,64.3395678,98.16808937,6.013008044,161.4527793,lettuce
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas
221,82,76,19.72792206,71.41886884,6.156885935,392.2933032,Cabbage
108,4,264,19.00366551,87.81508984,5.926540824,734.1370894,Carrots
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,greengram
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,greengram
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,greengram
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
195,50,167,26.1354106,80.03625631,6.144598818,432.9400926,onions
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
11,0.87,752,45.91366888,98.37073247,6.938345263,156.2645852,lettuce
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,cotton
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,greengram
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
218,64,89,21.80230581,63.25774427,6.61435619,349.7577465,Cabbage
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil
175,60,164,25.88938295,81.62122174,6.198654231,509.1617259,onions
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
16,0.77,713,71.1197348,98.3795655,6.097804179,163.0446559,lettuce
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
159,54,163,25.05101556,80.81302335,6.312085905,448.0244615,onions
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
92,7,269,21.1913295,80.35000946,6.348728152,641.6579903,Carrots
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
213,72,111,23.0857572,54.6690762,7.297933754,70.19911406,tomato
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
154,88,150,16.94710472,56.88538993,6.849107044,62.97456512,tomato
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
14,0.7,612,68.10318814,99.7737186,6.139329923,166.1805089,lettuce
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,greengram
194,49,144,22.85635839,86.4509753,6.113586331,426.5258392,onions
242,59,84,17.91009058,60.94739272,6.324423949,368.0664947,Cabbage
11,0.93,819,58.85788286,99.76188221,6.740266516,161.8182224,lettuce
16,0.97,787,64.62830923,99.51841198,6.803362087,157.1888994,lettuce
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,greengram
225,58,87,20.01592926,80.13420666,6.196224482,333.1045177,Cabbage
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
163,67,173,25.69595813,70.2826052,6.666547567,35.67084228,tomato
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize
93,2,268,23.41879996,88.21149332,6.9859132,857.6573514,Carrots
155,46,167,27.93764107,77.05450243,6.487621201,457.1322538,onions
158,60,147,26.18837596,79.43454165,6.266378372,420.1263189,onions
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee
177,56,158,25.13585254,77.44361074,6.507575568,524.0510869,onions
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,coffee
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
194,48,151,26.60265827,77.53647183,6.621388236,494.0687276,onions
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,maize
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana
,,,,,,,
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana
235,50,82,17.27691833,71.79130249,6.527432663,392.1090176,Cabbage
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
95,4,264,16.47039784,87.99694711,5.51074901,855.9421776,Carrots
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas
11,0.63,713,62.27750186,99.8683396,6.656495867,159.4985623,lettuce
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice
203,40,90,23.11444471,67.77573839,6.545219127,345.9786801,Cabbage
134,80,150,20.48352826,76.35801483,6.697268313,63.44583969,tomato
12,0.91,644,69.26490139,99.83426866,6.838803039,158.6392307,lettuce
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
200,50,135,24.01208766,76.06277439,6.33980516,594.7257393,onions
233,94,136,18.35013391,76.99772109,6.442426909,27.03647514,tomato
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
14,0.84,600,46.55921058,98.9820851,6.77273339,159.737598,lettuce
195,45,145,25.91912016,84.04200255,6.140765429,481.5969319,onions
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,coconut
